,prefecture,municipality name,municipalities,region,majorIsland,district
901,Kyōto (京都府),Kyoto (京都市),city,Kansai (近畿),Honshū (本州),Kyoto (京都市)
902,Kyōto (京都府),Fukuchiyama (福知山市),city,Kansai (近畿),Honshū (本州),Fukuchiyama (福知山市)
903,Kyōto (京都府),Maizuru (舞鶴市),city,Kansai (近畿),Honshū (本州),Maizuru (舞鶴市)
904,Kyōto (京都府),Ayabe (綾部市),city,Kansai (近畿),Honshū (本州),Ayabe (綾部市)
905,Kyōto (京都府),Uji (宇治市),city,Kansai (近畿),Honshū (本州),Uji (宇治市)
906,Kyōto (京都府),Miyazu (宮津市),city,Kansai (近畿),Honshū (本州),Miyazu (宮津市)
907,Kyōto (京都府),Kameoka (亀岡市),city,Kansai (近畿),Honshū (本州),Kameoka (亀岡市)
908,Kyōto (京都府),Jōyō (城陽市),city,Kansai (近畿),Honshū (本州),Jōyō (城陽市)
909,Kyōto (京都府),Mukō (向日市),city,Kansai (近畿),Honshū (本州),Mukō (向日市)
910,Kyōto (京都府),Nagaokakyō (長岡京市),city,Kansai (近畿),Honshū (本州),Nagaokakyō (長岡京市)
911,Kyōto (京都府),Yawata (八幡市),city,Kansai (近畿),Honshū (本州),Yawata (八幡市)
912,Kyōto (京都府),Kyōtanabe (京田辺市),city,Kansai (近畿),Honshū (本州),Kyōtanabe (京田辺市)
913,Kyōto (京都府),Kyōtango (京丹後市),city,Kansai (近畿),Honshū (本州),Kyōtango (京丹後市)
914,Kyōto (京都府),Nantan (南丹市),city,Kansai (近畿),Honshū (本州),Nantan (南丹市)
915,Kyōto (京都府),Kizugawa (木津川市),city,Kansai (近畿),Honshū (本州),Kizugawa (木津川市)
916,Kyōto (京都府),Ōyamazaki (大山崎町),town,Kansai (近畿),Honshū (本州),Otokuni (乙訓郡)
917,Kyōto (京都府),Kumiyama (久御山町),town,Kansai (近畿),Honshū (本州),Kuse (久世郡)
918,Kyōto (京都府),Ide (井手町),town,Kansai (近畿),Honshū (本州),Tsuzuki (綴喜郡)
919,Kyōto (京都府),Ujitawara (宇治田原町),town,Kansai (近畿),Honshū (本州),Tsuzuki (綴喜郡)
920,Kyōto (京都府),Kasagi (笠置町),town,Kansai (近畿),Honshū (本州),Sōraku (相楽郡)
921,Kyōto (京都府),Wazuka (和束町),town,Kansai (近畿),Honshū (本州),Sōraku (相楽郡)
922,Kyōto (京都府),Seika (精華町),town,Kansai (近畿),Honshū (本州),Sōraku (相楽郡)
923,Kyōto (京都府),Kyōtamba (京丹波町),town,Kansai (近畿),Honshū (本州),Funai (船井郡)
924,Kyōto (京都府),Ine (伊根町),town,Kansai (近畿),Honshū (本州),Yosa (与謝郡)
925,Kyōto (京都府),Yosano (与謝野町),town,Kansai (近畿),Honshū (本州),Yosa (与謝郡)
926,Kyōto (京都府),Minamiyamashiro (南山城村),village,Kansai (近畿),Honshū (本州),Soraku (相楽郡)
927,Mie (三重縣),Yokkaichi (四日市市),city,Kansai (近畿),Honshū (本州),Yokkaichi (四日市市)
928,Mie (三重縣),Matsusaka (松阪市),city,Kansai (近畿),Honshū (本州),Matsusaka (松阪市)
929,Mie (三重縣),Kuwana (桑名市),city,Kansai (近畿),Honshū (本州),Kuwana (桑名市)
930,Mie (三重縣),Suzuka (鈴鹿市),city,Kansai (近畿),Honshū (本州),Suzuka (鈴鹿市)
931,Mie (三重縣),Nabari (名張市),city,Kansai (近畿),Honshū (本州),Nabari (名張市)
932,Mie (三重縣),Owase (尾鷲市),city,Kansai (近畿),Honshū (本州),Owase (尾鷲市)
933,Mie (三重縣),Kameyama (亀山市),city,Kansai (近畿),Honshū (本州),Kameyama (亀山市)
934,Mie (三重縣),Toba (鳥羽市),city,Kansai (近畿),Honshū (本州),Toba (鳥羽市)
935,Mie (三重縣),Inabe (いなべ市),city,Kansai (近畿),Honshū (本州),Inabe (いなべ市)
936,Mie (三重縣),Shima (志摩市),city,Kansai (近畿),Honshū (本州),Shima (志摩市)
937,Mie (三重縣),Iga (伊賀市),city,Kansai (近畿),Honshū (本州),Iga (伊賀市)
938,Mie (三重縣),Ise (伊勢市),city,Kansai (近畿),Honshū (本州),Ise (伊勢市)
939,Mie (三重縣),Kumano (熊野市),city,Kansai (近畿),Honshū (本州),Kumano (熊野市)
940,Mie (三重縣),Tsu (津市),city,Kansai (近畿),Honshū (本州),Tsu (津市)
941,Mie (三重縣),Kisosaki (木曽岬町),town,Kansai (近畿),Honshū (本州),Kuwana (桑名郡)
942,Mie (三重縣),Tōin (東員町),town,Kansai (近畿),Honshū (本州),Inabe (員弁郡)
943,Mie (三重縣),Komono (菰野町),town,Kansai (近畿),Honshū (本州),Mie (三重郡)
944,Mie (三重縣),Asahi (朝日町),town,Kansai (近畿),Honshū (本州),Mie (三重郡)
945,Mie (三重縣),Kawagoe (川越町),town,Kansai (近畿),Honshū (本州),Mie (三重郡)
946,Mie (三重縣),Taki (多気町),town,Kansai (近畿),Honshū (本州),Taki (多気郡)
947,Mie (三重縣),Meiwa (明和町),town,Kansai (近畿),Honshū (本州),Taki (多気郡)
948,Mie (三重縣),Ōdai (大台町),town,Kansai (近畿),Honshū (本州),Taki (多気郡)
949,Mie (三重縣),Tamaki (玉城町),town,Kansai (近畿),Honshū (本州),Watarai (度会郡)
950,Mie (三重縣),Watarai (度会町),town,Kansai (近畿),Honshū (本州),Watarai (度会郡)
951,Mie (三重縣),Taiki (大紀町),town,Kansai (近畿),Honshū (本州),Watarai (度会郡)
952,Mie (三重縣),Minamiise (南伊勢町),town,Kansai (近畿),Honshū (本州),Watarai (度会郡)
953,Mie (三重縣),Kihoku (紀北町),town,Kansai (近畿),Honshū (本州),Kitamuro (北牟婁郡)
954,Mie (三重縣),Mihama (御浜町),town,Kansai (近畿),Honshū (本州),Minamimuro (南牟婁郡)
955,Mie (三重縣),Kihō (紀宝町),town,Kansai (近畿),Honshū (本州),Minamimuro (南牟婁郡)
956,Nara (奈良縣),Nara (奈良市),city,Kansai (近畿),Honshū (本州),Nara (奈良市)
957,Nara (奈良縣),Yamatotakada (大和高田市),city,Kansai (近畿),Honshū (本州),Yamatotakada (大和高田市)
958,Nara (奈良縣),Yamatokōriyama (大和郡山市),city,Kansai (近畿),Honshū (本州),Yamatokōriyama (大和郡山市)
959,Nara (奈良縣),Tenri (天理市),city,Kansai (近畿),Honshū (本州),Tenri (天理市)
960,Nara (奈良縣),Kashihara (橿原市),city,Kansai (近畿),Honshū (本州),Kashihara (橿原市)
961,Nara (奈良縣),Sakurai (桜井市),city,Kansai (近畿),Honshū (本州),Sakurai (桜井市)
962,Nara (奈良縣),Gojō (五條市),city,Kansai (近畿),Honshū (本州),Gojō (五條市)
963,Nara (奈良縣),Gose (御所市),city,Kansai (近畿),Honshū (本州),Gose (御所市)
964,Nara (奈良縣),Ikoma (生駒市),city,Kansai (近畿),Honshū (本州),Ikoma (生駒市)
965,Nara (奈良縣),Kashiba (香芝市),city,Kansai (近畿),Honshū (本州),Kashiba (香芝市)
966,Nara (奈良縣),Katsuragi (葛城市),city,Kansai (近畿),Honshū (本州),Katsuragi (葛城市)
967,Nara (奈良縣),Uda (宇陀市),city,Kansai (近畿),Honshū (本州),Uda (宇陀市)
968,Nara (奈良縣),Heguri (平群町),town,Kansai (近畿),Honshū (本州),Ikoma (生駒郡)
969,Nara (奈良縣),Sangō (三郷町),town,Kansai (近畿),Honshū (本州),Ikoma (生駒郡)
970,Nara (奈良縣),Ikaruga (斑鳩町),town,Kansai (近畿),Honshū (本州),Ikoma (生駒郡)
971,Nara (奈良縣),Ando (安堵町),town,Kansai (近畿),Honshū (本州),Ikoma (生駒郡)
972,Nara (奈良縣),Kawanishi (川西町),town,Kansai (近畿),Honshū (本州),Shiki (磯城郡)
973,Nara (奈良縣),Miyake (三宅町),town,Kansai (近畿),Honshū (本州),Shiki (磯城郡)
974,Nara (奈良縣),Tawaramoto (田原本町),town,Kansai (近畿),Honshū (本州),Shiki (磯城郡)
975,Nara (奈良縣),Takatori (高取町),town,Kansai (近畿),Honshū (本州),Takaichi (高市郡)
976,Nara (奈良縣),Kanmaki (上牧町),town,Kansai (近畿),Honshū (本州),Kitakatsuragi (北葛城郡)
977,Nara (奈良縣),Ōji (王寺町),town,Kansai (近畿),Honshū (本州),Kitakatsuragi (北葛城郡)
978,Nara (奈良縣),Kōryō (広陵町),town,Kansai (近畿),Honshū (本州),Kitakatsuragi (北葛城郡)
979,Nara (奈良縣),Kawai (河合町),town,Kansai (近畿),Honshū (本州),Kitakatsuragi (北葛城郡)
980,Nara (奈良縣),Yoshino (吉野町),town,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
981,Nara (奈良縣),Ōyodo (大淀町),town,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
982,Nara (奈良縣),Shimoichi (下市町),town,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
983,Nara (奈良縣),Yamazoe (山添村),village,Kansai (近畿),Honshū (本州),Yamabe (山辺郡)
984,Nara (奈良縣),Soni (曽爾村),village,Kansai (近畿),Honshū (本州),Uda (宇陀郡)
985,Nara (奈良縣),Mitsue (御杖村),village,Kansai (近畿),Honshū (本州),Uda (宇陀郡)
986,Nara (奈良縣),Asuka (明日香村),village,Kansai (近畿),Honshū (本州),Takaichi (高市郡)
987,Nara (奈良縣),Kurotaki (黒滝村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
988,Nara (奈良縣),Tenkawa (天川村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
989,Nara (奈良縣),Nosegawa (野迫川村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
990,Nara (奈良縣),Totsukawa (十津川村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
991,Nara (奈良縣),Shimokitayama (下北山村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
992,Nara (奈良縣),Kamikitayama (上北山村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
993,Nara (奈良縣),Kawakami (川上村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
994,Nara (奈良縣),Higashiyoshino (東吉野村),village,Kansai (近畿),Honshū (本州),Yoshino (吉野郡)
995,Ōsaka (大阪府),Osaka (大阪市),city,Kansai (近畿),Honshū (本州),Osaka (大阪市)
996,Ōsaka (大阪府),Sakai (堺市),city,Kansai (近畿),Honshū (本州),Sakai (堺市)
997,Ōsaka (大阪府),Kishiwada (岸和田市),city,Kansai (近畿),Honshū (本州),Kishiwada (岸和田市)
998,Ōsaka (大阪府),Toyonaka (豊中市),city,Kansai (近畿),Honshū (本州),Toyonaka (豊中市)
999,Ōsaka (大阪府),Ikeda (池田市),city,Kansai (近畿),Honshū (本州),Ikeda (池田市)
1000,Ōsaka (大阪府),Suita (吹田市),city,Kansai (近畿),Honshū (本州),Suita (吹田市)
1001,Ōsaka (大阪府),Izumiōtsu (泉大津市),city,Kansai (近畿),Honshū (本州),Izumiōtsu (泉大津市)
1002,Ōsaka (大阪府),Takatsuki (高槻市),city,Kansai (近畿),Honshū (本州),Takatsuki (高槻市)
1003,Ōsaka (大阪府),Kaizuka (貝塚市),city,Kansai (近畿),Honshū (本州),Kaizuka (貝塚市)
1004,Ōsaka (大阪府),Moriguchi (守口市),city,Kansai (近畿),Honshū (本州),Moriguchi (守口市)
1005,Ōsaka (大阪府),Hirakata (枚方市),city,Kansai (近畿),Honshū (本州),Hirakata (枚方市)
1006,Ōsaka (大阪府),Ibaraki (茨木市),city,Kansai (近畿),Honshū (本州),Ibaraki (茨木市)
1007,Ōsaka (大阪府),Yao (八尾市),city,Kansai (近畿),Honshū (本州),Yao (八尾市)
1008,Ōsaka (大阪府),Izumisano (泉佐野市),city,Kansai (近畿),Honshū (本州),Izumisano (泉佐野市)
1009,Ōsaka (大阪府),Tondabayashi (富田林市),city,Kansai (近畿),Honshū (本州),Tondabayashi (富田林市)
1010,Ōsaka (大阪府),Neyagawa (寝屋川市),city,Kansai (近畿),Honshū (本州),Neyagawa (寝屋川市)
1011,Ōsaka (大阪府),Kawachinagano (河内長野市),city,Kansai (近畿),Honshū (本州),Kawachinagano (河内長野市)
1012,Ōsaka (大阪府),Matsubara (松原市),city,Kansai (近畿),Honshū (本州),Matsubara (松原市)
1013,Ōsaka (大阪府),Daitō (大東市),city,Kansai (近畿),Honshū (本州),Daitō (大東市)
1014,Ōsaka (大阪府),Izumi (和泉市),city,Kansai (近畿),Honshū (本州),Izumi (和泉市)
1015,Ōsaka (大阪府),Minoh (箕面市),city,Kansai (近畿),Honshū (本州),Minoh (箕面市)
1016,Ōsaka (大阪府),Kashiwara (柏原市),city,Kansai (近畿),Honshū (本州),Kashiwara (柏原市)
1017,Ōsaka (大阪府),Habikino (羽曳野市),city,Kansai (近畿),Honshū (本州),Habikino (羽曳野市)
1018,Ōsaka (大阪府),Kadoma (門真市),city,Kansai (近畿),Honshū (本州),Kadoma (門真市)
1019,Ōsaka (大阪府),Settsu (摂津市),city,Kansai (近畿),Honshū (本州),Settsu (摂津市)
1020,Ōsaka (大阪府),Takaishi (高石市),city,Kansai (近畿),Honshū (本州),Takaishi (高石市)
1021,Ōsaka (大阪府),Fujiidera (藤井寺市),city,Kansai (近畿),Honshū (本州),Fujiidera (藤井寺市)
1022,Ōsaka (大阪府),Higashiōsaka (東大阪市),city,Kansai (近畿),Honshū (本州),Higashiōsaka (東大阪市)
1023,Ōsaka (大阪府),Sennan (泉南市),city,Kansai (近畿),Honshū (本州),Sennan (泉南市)
1024,Ōsaka (大阪府),Shijōnawate (四條畷市),city,Kansai (近畿),Honshū (本州),Shijōnawate (四條畷市)
1025,Ōsaka (大阪府),Katano (交野市),city,Kansai (近畿),Honshū (本州),Katano (交野市)
1026,Ōsaka (大阪府),Ōsakasayama (大阪狭山市),city,Kansai (近畿),Honshū (本州),Ōsakasayama (大阪狭山市)
1027,Ōsaka (大阪府),Hannan (阪南市),city,Kansai (近畿),Honshū (本州),Hannan (阪南市)
1028,Ōsaka (大阪府),Shimamoto (島本町),town,Kansai (近畿),Honshū (本州),Mishima (三島郡)
1029,Ōsaka (大阪府),Toyono (豊能町),town,Kansai (近畿),Honshū (本州),Toyono (豊能郡)
1030,Ōsaka (大阪府),Nose (能勢町),town,Kansai (近畿),Honshū (本州),Toyono (豊能郡)
1031,Ōsaka (大阪府),Tadaoka (忠岡町),town,Kansai (近畿),Honshū (本州),Senboku (泉北郡)
1032,Ōsaka (大阪府),Kumatori (熊取町),town,Kansai (近畿),Honshū (本州),Sennan (泉南郡)
1033,Ōsaka (大阪府),Tajiri (田尻町),town,Kansai (近畿),Honshū (本州),Sennan (泉南郡)
1034,Ōsaka (大阪府),Misaki (岬町),town,Kansai (近畿),Honshū (本州),Sennan (泉南郡)
1035,Ōsaka (大阪府),Taishi (太子町),town,Kansai (近畿),Honshū (本州),Minamikawachi (南河内郡)
1036,Ōsaka (大阪府),Kanan (河南町),town,Kansai (近畿),Honshū (本州),Minamikawachi (南河内郡)
1037,Ōsaka (大阪府),Chihayaakasaka (千早赤阪村),village,Kansai (近畿),Honshū (本州),Minamikawachi (南河内郡)
1038,Shiga (滋賀縣),Ōtsu (大津市),city,Kansai (近畿),Honshū (本州),Ōtsu (大津市)
1039,Shiga (滋賀縣),Hikone (彦根市),city,Kansai (近畿),Honshū (本州),Hikone (彦根市)
1040,Shiga (滋賀縣),Kusatsu (草津市),city,Kansai (近畿),Honshū (本州),Kusatsu (草津市)
1041,Shiga (滋賀縣),Moriyama (守山市),city,Kansai (近畿),Honshū (本州),Moriyama (守山市)
1042,Shiga (滋賀縣),Rittō (栗東市),city,Kansai (近畿),Honshū (本州),Rittō (栗東市)
1043,Shiga (滋賀縣),Kōka (甲賀市),city,Kansai (近畿),Honshū (本州),Kōka (甲賀市)
1044,Shiga (滋賀縣),Yasu (野洲市),city,Kansai (近畿),Honshū (本州),Yasu (野洲市)
1045,Shiga (滋賀縣),Konan (湖南市),city,Kansai (近畿),Honshū (本州),Konan (湖南市)
1046,Shiga (滋賀縣),Takashima (高島市),city,Kansai (近畿),Honshū (本州),Takashima (高島市)
1047,Shiga (滋賀縣),Higashiōmi (東近江市),city,Kansai (近畿),Honshū (本州),Higashiōmi (東近江市)
1048,Shiga (滋賀縣),Maibara (米原市),city,Kansai (近畿),Honshū (本州),Maibara (米原市)
1049,Shiga (滋賀縣),Nagahama (長浜市),city,Kansai (近畿),Honshū (本州),Nagahama (長浜市)
1050,Shiga (滋賀縣),Ōmihachiman (近江八幡市),city,Kansai (近畿),Honshū (本州),Ōmihachiman (近江八幡市)
1051,Shiga (滋賀縣),Hino (日野町),town,Kansai (近畿),Honshū (本州),Gamō (蒲生郡)
1052,Shiga (滋賀縣),Ryūō (竜王町),town,Kansai (近畿),Honshū (本州),Gamō (蒲生郡)
1053,Shiga (滋賀縣),Aishō (愛荘町),town,Kansai (近畿),Honshū (本州),Echi (愛知郡)
1054,Shiga (滋賀縣),Toyosato (豊郷町),town,Kansai (近畿),Honshū (本州),Inukami (犬上郡)
1055,Shiga (滋賀縣),Kōra (甲良町),town,Kansai (近畿),Honshū (本州),Inukami (犬上郡)
1056,Shiga (滋賀縣),Taga (多賀町),town,Kansai (近畿),Honshū (本州),Inukami (犬上郡)
1057,Wakayama (和歌山縣),Wakayama (和歌山市),city,Kansai (近畿),Honshū (本州),Wakayama (和歌山市)
1058,Wakayama (和歌山縣),Kainan (海南市),city,Kansai (近畿),Honshū (本州),Kainan (海南市)
1059,Wakayama (和歌山縣),Tanabe (田辺市),city,Kansai (近畿),Honshū (本州),Tanabe (田辺市)
1060,Wakayama (和歌山縣),Gobō (御坊市),city,Kansai (近畿),Honshū (本州),Gobō (御坊市)
1061,Wakayama (和歌山縣),Arida (有田市),city,Kansai (近畿),Honshū (本州),Arida (有田市)
1062,Wakayama (和歌山縣),Shingū (新宮市),city,Kansai (近畿),Honshū (本州),Shingū (新宮市)
1063,Wakayama (和歌山縣),Kinokawa (紀の川市),city,Kansai (近畿),Honshū (本州),Kinokawa (紀の川市)
1064,Wakayama (和歌山縣),Hashimoto (橋本市),city,Kansai (近畿),Honshū (本州),Hashimoto (橋本市)
1065,Wakayama (和歌山縣),Iwade (岩出市),city,Kansai (近畿),Honshū (本州),Iwade (岩出市)
1066,Wakayama (和歌山縣),Kushimoto (串本町),town,Kansai (近畿),Honshū (本州),Higashimuro (東牟婁郡)
1067,Wakayama (和歌山縣),Kimino (紀美野町),town,Kansai (近畿),Honshū (本州),Kaisō (海草郡)
1068,Wakayama (和歌山縣),Katsuragi (かつらぎ町),town,Kansai (近畿),Honshū (本州),Ito (伊都郡)
1069,Wakayama (和歌山縣),Kudoyama (九度山町),town,Kansai (近畿),Honshū (本州),Ito (伊都郡)
1070,Wakayama (和歌山縣),Kōya (高野町),town,Kansai (近畿),Honshū (本州),Ito (伊都郡)
1071,Wakayama (和歌山縣),Yuasa (湯浅町),town,Kansai (近畿),Honshū (本州),Arida (有田郡)
1072,Wakayama (和歌山縣),Hirogawa (広川町),town,Kansai (近畿),Honshū (本州),Arida (有田郡)
1073,Wakayama (和歌山縣),Aridagawa (有田川町),town,Kansai (近畿),Honshū (本州),Arida (有田郡)
1074,Wakayama (和歌山縣),Mihama (美浜町),town,Kansai (近畿),Honshū (本州),Hidaka (日高郡)
1075,Wakayama (和歌山縣),Hidaka (日高町),town,Kansai (近畿),Honshū (本州),Hidaka (日高郡)
1076,Wakayama (和歌山縣),Yura (由良町),town,Kansai (近畿),Honshū (本州),Hidaka (日高郡)
1077,Wakayama (和歌山縣),Inami (印南町),town,Kansai (近畿),Honshū (本州),Hidaka (日高郡)
1078,Wakayama (和歌山縣),Minabe (みなべ町),town,Kansai (近畿),Honshū (本州),Hidaka (日高郡)
1079,Wakayama (和歌山縣),Hidakagawa (日高川町),town,Kansai (近畿),Honshū (本州),Hidaka (日高郡)
1080,Wakayama (和歌山縣),Shirahama (白浜町),town,Kansai (近畿),Honshū (本州),Nishimuro (西牟婁郡)
1081,Wakayama (和歌山縣),Kamitonda (上富田町),town,Kansai (近畿),Honshū (本州),Nishimuro (西牟婁郡)
1082,Wakayama (和歌山縣),Susami (すさみ町),town,Kansai (近畿),Honshū (本州),Nishimuro (西牟婁郡)
1083,Wakayama (和歌山縣),Nachikatsuura (那智勝浦町),town,Kansai (近畿),Honshū (本州),Higashimuro (東牟婁郡)
1084,Wakayama (和歌山縣),Taiji (太地町),town,Kansai (近畿),Honshū (本州),Higashimuro (東牟婁郡)
1085,Wakayama (和歌山縣),Kozagawa (古座川町),town,Kansai (近畿),Honshū (本州),Higashimuro (東牟婁郡)
1086,Wakayama (和歌山縣),Kitayama (北山村),village,Kansai (近畿),Honshū (本州),Higashimuro (東牟婁郡)
1087,Hiroshima (廣島縣),Hiroshima (広島市),city,Chūgoku (中国),Honshū (本州),Hiroshima (広島市)
1088,Hiroshima (廣島縣),Onomichi (尾道市),city,Chūgoku (中国),Honshū (本州),Onomichi (尾道市)
1089,Hiroshima (廣島縣),Kure (呉市),city,Chūgoku (中国),Honshū (本州),Kure (呉市)
1090,Hiroshima (廣島縣),Fukuyama (福山市),city,Chūgoku (中国),Honshū (本州),Fukuyama (福山市)
1091,Hiroshima (廣島縣),Mihara (三原市),city,Chūgoku (中国),Honshū (本州),Mihara (三原市)
1092,Hiroshima (廣島縣),Fuchū (府中市),city,Chūgoku (中国),Honshū (本州),Fuchū (府中市)
1093,Hiroshima (廣島縣),Miyoshi (三次市),city,Chūgoku (中国),Honshū (本州),Miyoshi (三次市)
1094,Hiroshima (廣島縣),Shōbara (庄原市),city,Chūgoku (中国),Honshū (本州),Shōbara (庄原市)
1095,Hiroshima (廣島縣),Ōtake (大竹市),city,Chūgoku (中国),Honshū (本州),Ōtake (大竹市)
1096,Hiroshima (廣島縣),Takehara (竹原市),city,Chūgoku (中国),Honshū (本州),Takehara (竹原市)
1097,Hiroshima (廣島縣),Higashihiroshima (東広島市),city,Chūgoku (中国),Honshū (本州),Higashihiroshima (東広島市)
1098,Hiroshima (廣島縣),Hatsukaichi (廿日市市),city,Chūgoku (中国),Honshū (本州),Hatsukaichi (廿日市市)
1099,Hiroshima (廣島縣),Akitakata (安芸高田市),city,Chūgoku (中国),Honshū (本州),Akitakata (安芸高田市)
1100,Hiroshima (廣島縣),Etajima (江田島市),city,Chūgoku (中国),Honshū (本州),Etajima (江田島市)
1101,Hiroshima (廣島縣),Fuchū (府中町),town,Chūgoku (中国),Honshū (本州),Aki (安芸郡)
1102,Hiroshima (廣島縣),Kaita (海田町),town,Chūgoku (中国),Honshū (本州),Aki (安芸郡)
1103,Hiroshima (廣島縣),Kumano (熊野町),town,Chūgoku (中国),Honshū (本州),Aki (安芸郡)
1104,Hiroshima (廣島縣),Saka (坂町),town,Chūgoku (中国),Honshū (本州),Aki (安芸郡)
1105,Hiroshima (廣島縣),Kitahiroshima (北広島町),town,Chūgoku (中国),Honshū (本州),Yamagata (山県郡)
1106,Hiroshima (廣島縣),Akiōta (安芸太田町),town,Chūgoku (中国),Honshū (本州),Yamagata (山県郡)
1107,Hiroshima (廣島縣),Ōsakikamijima (大崎上島町),town,Chūgoku (中国),Honshū (本州),Toyota (豊田郡)
1108,Hiroshima (廣島縣),Sera (世羅町),town,Chūgoku (中国),Honshū (本州),Sera (世羅郡)
1109,Hiroshima (廣島縣),Jinsekikōgen (神石高原町),town,Chūgoku (中国),Honshū (本州),Jinseki (神石郡)
1110,Okayama (岡山縣),Okayama (岡山市),city,Chūgoku (中国),Honshū (本州),Okayama (岡山市)
1111,Okayama (岡山縣),Kurashiki (倉敷市),city,Chūgoku (中国),Honshū (本州),Kurashiki (倉敷市)
1112,Okayama (岡山縣),Tsuyama (津山市),city,Chūgoku (中国),Honshū (本州),Tsuyama (津山市)
1113,Okayama (岡山縣),Tamano (玉野市),city,Chūgoku (中国),Honshū (本州),Tamano (玉野市)
1114,Okayama (岡山縣),Kasaoka (笠岡市),city,Chūgoku (中国),Honshū (本州),Kasaoka (笠岡市)
1115,Okayama (岡山縣),Ibara (井原市),city,Chūgoku (中国),Honshū (本州),Ibara (井原市)
1116,Okayama (岡山縣),Sōja (総社市),city,Chūgoku (中国),Honshū (本州),Sōja (総社市)
1117,Okayama (岡山縣),Takahashi (高梁市),city,Chūgoku (中国),Honshū (本州),Takahashi (高梁市)
1118,Okayama (岡山縣),Niimi (新見市),city,Chūgoku (中国),Honshū (本州),Niimi (新見市)
1119,Okayama (岡山縣),Bizen (備前市),city,Chūgoku (中国),Honshū (本州),Bizen (備前市)
1120,Okayama (岡山縣),Setouchi (瀬戸内市),city,Chūgoku (中国),Honshū (本州),Setouchi (瀬戸内市)
1121,Okayama (岡山縣),Akaiwa (赤磐市),city,Chūgoku (中国),Honshū (本州),Akaiwa (赤磐市)
1122,Okayama (岡山縣),Maniwa (真庭市),city,Chūgoku (中国),Honshū (本州),Maniwa (真庭市)
1123,Okayama (岡山縣),Mimasaka (美作市),city,Chūgoku (中国),Honshū (本州),Mimasaka (美作市)
1124,Okayama (岡山縣),Asakuchi (浅口市),city,Chūgoku (中国),Honshū (本州),Asakuchi (浅口市)
1125,Okayama (岡山縣),Wake (和気町),town,Chūgoku (中国),Honshū (本州),Wake (和気郡)
1126,Okayama (岡山縣),Hayashima (早島町),town,Chūgoku (中国),Honshū (本州),Tsukubo (都窪郡)
1127,Okayama (岡山縣),Satoshō (里庄町),town,Chūgoku (中国),Honshū (本州),Asakuchi (浅口郡)
1128,Okayama (岡山縣),Yakage (矢掛町),town,Chūgoku (中国),Honshū (本州),Oda (小田郡)
1129,Okayama (岡山縣),Kagamino (鏡野町),town,Chūgoku (中国),Honshū (本州),Tomata (苫田郡)
1130,Okayama (岡山縣),Shōō (勝央町),town,Chūgoku (中国),Honshū (本州),Katsuta (勝田郡)
1131,Okayama (岡山縣),Nagi (奈義町),town,Chūgoku (中国),Honshū (本州),Katsuta (勝田郡)
1132,Okayama (岡山縣),Kumenan (久米南町),town,Chūgoku (中国),Honshū (本州),Kume (久米郡)
1133,Okayama (岡山縣),Misaki (美咲町),town,Chūgoku (中国),Honshū (本州),Kume (久米郡)
1134,Okayama (岡山縣),Kibichūō (吉備中央町),town,Chūgoku (中国),Honshū (本州),Kaga (加賀郡)
1135,Okayama (岡山縣),Shinjō (新庄村),village,Chūgoku (中国),Honshū (本州),Maniwa (真庭郡)
1136,Okayama (岡山縣),Nishiawakura (西粟倉村),village,Chūgoku (中国),Honshū (本州),Aida (英田郡)
1137,Shimane (島根縣),Matsue (松江市),city,Chūgoku (中国),Honshū (本州),Matsue (松江市)
1138,Shimane (島根縣),Izumo (出雲市),city,Chūgoku (中国),Honshū (本州),Izumo (出雲市)
1139,Shimane (島根縣),Masuda (益田市),city,Chūgoku (中国),Honshū (本州),Masuda (益田市)
1140,Shimane (島根縣),Yasugi (安来市),city,Chūgoku (中国),Honshū (本州),Yasugi (安来市)
1141,Shimane (島根縣),Gōtsu (江津市),city,Chūgoku (中国),Honshū (本州),Gōtsu (江津市)
1142,Shimane (島根縣),Unnan (雲南市),city,Chūgoku (中国),Honshū (本州),Unnan (雲南市)
1143,Shimane (島根縣),Hamada (浜田市),city,Chūgoku (中国),Honshū (本州),Hamada (浜田市)
1144,Shimane (島根縣),Ōda (大田市),city,Chūgoku (中国),Honshū (本州),Ōda (大田市)
1145,Shimane (島根縣),Okuizumo (奥出雲町),town,Chūgoku (中国),Honshū (本州),Nita (仁多郡)
1146,Shimane (島根縣),Iinan (飯南町),town,Chūgoku (中国),Honshū (本州),Iishi (飯石郡)
1147,Shimane (島根縣),Kawamoto (川本町),town,Chūgoku (中国),Honshū (本州),Ōchi (邑智郡)
